505.72534	0
505.81195	0
505.89853	-9.997
505.98514	9.997
506.07175	0
506.15836	39.988
506.24496	9.997
506.33157	9.997
506.41818	0
506.50476	0
506.59137	0
506.67798	19.994
506.76459	-9.997
506.8512	19.994
506.93781	0
507.02441	29.991
507.11102	-9.997
507.19763	19.994
507.28424	9.997
507.37085	19.994
507.45746	9.997
507.54407	9.997
507.63068	9.997
507.71729	29.991
507.80389	19.994
507.8905	29.991
507.97711	9.997
508.06372	19.994
508.15033	0
508.23694	19.994
508.32355	19.994
508.41016	19.994
508.49677	0
508.58337	-9.997
508.66998	9.997
508.75662	19.994
508.84323	19.994
508.92984	0
509.01645	0
509.10306	29.991
509.18967	49.985
509.27628	-19.994
509.36292	29.991
509.44952	9.997
509.53613	0
509.62274	19.994
509.70935	9.997
509.79596	19.994
509.8826	29.991
509.96921	19.994
510.05582	29.991
510.14243	19.994
510.22906	-9.997
510.31567	19.994
510.40228	19.994
510.48889	29.991
510.57553	39.988
510.66214	9.997
510.74875	19.994
510.83539	0
510.922	0
511.00861	0
511.09521	19.994
511.18185	19.994
511.26846	0
511.3551	-9.997
511.44171	39.988
511.52832	0
511.61496	9.997
511.70157	9.997
511.78818	19.994
511.87482	19.994
511.96143	0
512.04803	39.988
512.13464	9.997
512.22131	29.991
512.30792	39.988
512.39453	29.991
512.48114	9.997
512.56781	0
512.65442	9.997
512.74103	39.988
512.82764	29.991
512.91431	9.997
513.00092	29.991
513.08752	29.991
513.17413	29.991
513.26074	19.994
513.34741	19.994
513.43402	9.997
513.52063	19.994
513.6073	19.994
513.69391	9.997
513.78052	19.994
513.86713	19.994
513.9538	0
514.04041	29.991
514.12701	19.994
514.21368	9.997
514.30029	29.991
514.3869	0
514.47351	9.997
514.56018	9.997
514.64679	19.994
514.7334	9.997
514.82007	9.997
514.90668	9.997
514.99329	9.997
515.07996	9.997
515.16656	29.991
515.25317	19.994
515.33984	9.997
515.42645	29.991
515.51306	29.991
515.59973	29.991
515.68634	19.994
515.77295	19.994
515.85962	0
515.94623	19.994
516.03284	49.985
516.11951	9.997
516.20612	39.988
516.29279	39.988
516.37939	29.991
516.466	29.991
516.55267	19.994
516.63928	19.994
516.72589	9.997
516.81256	39.988
516.89917	49.985
516.98584	59.982
517.07245	39.988
517.15906	29.991
517.24573	29.991
517.33234	29.991
517.41901	19.994
517.50562	39.988
517.59222	59.982
517.67889	39.988
517.7655	49.985
517.85217	49.985
517.93878	29.991
518.02545	39.988
518.11206	59.982
518.19867	49.985
518.28534	59.982
518.37195	59.982
518.45862	59.982
518.54523	49.985
518.6319	59.982
518.71851	39.988
518.80518	89.973
518.89178	99.97
518.97845	89.973
519.06506	159.952
519.15167	249.925
519.23834	549.835
519.32495	1059.68
519.41162	1259.62
519.49823	1069.68
519.5849	569.829
519.67151	349.895
519.75818	239.928
519.84479	179.946
519.93146	129.961
520.01807	159.952
520.10474	189.943
520.19135	259.922
520.27802	449.865
520.36462	809.757
520.45129	1079.68
520.5379	859.742
520.62457	589.823
520.71118	499.85
520.79785	529.841
520.88446	599.82
520.97113	649.805
521.05774	659.802
521.14441	609.817
521.23102	529.841
521.31769	559.832
521.40436	749.775
521.49097	919.724
521.57764	1069.68
521.66425	1099.67
521.75092	1299.61
521.83752	1599.52
521.92419	1659.5
522.0108	1759.47
522.09747	1959.41
522.18408	2039.39
522.27075	1889.43
522.35742	1759.47
522.44403	1779.47
522.5307	1949.42
522.61731	1639.51
522.70398	1259.62
522.79059	909.727
522.87726	849.745
522.96393	919.724
523.05054	1019.69
523.13721	1049.69
523.22382	1089.67
523.31049	1339.6
523.39716	1519.54
523.48376	1399.58
523.57043	1109.67
523.65704	909.727
523.74371	689.793
523.83032	619.814
523.91699	559.832
524.00366	619.814
524.09027	789.763
524.17694	999.7
524.26361	969.709
524.35022	759.772
524.43689	579.826
524.5235	549.835
524.61017	459.862
524.69684	459.862
524.78345	509.847
524.87012	629.811
524.95673	739.778
525.0434	919.724
525.13007	1129.66
525.21667	1359.59
525.30334	1329.6
525.39001	1049.69
525.47662	729.781
525.56329	529.841
525.64996	429.871
525.73657	389.883
525.82324	399.88
525.90985	539.838
525.99652	739.778
526.08319	1029.69
526.1698	1549.54
526.25647	2029.39
526.34314	2099.37
526.42975	1709.49
526.51642	1249.63
526.60309	1089.67
526.6897	959.712
526.77637	959.712
526.86304	879.736
526.94965	919.724
527.03632	1069.68
527.12299	1119.66
527.20959	949.715
527.29626	879.736
527.38293	819.754
527.46954	859.742
527.55621	949.715
527.64288	959.712
527.72955	899.73
527.81616	709.787
527.90283	499.85
527.9895	429.871
528.07611	359.892
528.16278	289.913
528.24945	319.904
528.33606	349.895
528.42273	389.883
528.5094	379.886
528.59601	429.871
528.68268	459.862
528.76935	459.862
528.85602	449.865
528.94263	399.88
529.0293	349.895
529.11597	349.895
529.20258	379.886
529.28925	439.868
529.37592	429.871
529.46259	459.862
529.54919	489.853
529.63586	489.853
529.72253	479.856
529.80914	399.88
529.89581	419.874
529.98248	349.895
530.06915	279.916
530.15576	289.913
530.24243	279.916
530.3291	329.901
530.41571	359.892
530.50238	379.886
530.58905	329.901
530.67572	279.916
530.76233	189.943
530.849	169.949
530.93567	179.946
531.02234	159.952
531.10895	159.952
531.19562	129.961
531.28229	149.955
531.36896	189.943
531.45557	189.943
531.54224	179.946
531.62891	259.922
531.71558	299.91
531.80219	269.919
531.88885	259.922
531.97552	259.922
532.06219	219.934
532.1488	249.925
532.23547	319.904
532.32214	399.88
532.40881	479.856
532.49542	539.838
532.58209	619.814
532.66876	659.802
532.75543	609.817
532.84204	479.856
532.92871	409.877
533.01538	319.904
533.10205	259.922
533.18866	219.934
533.27533	199.94
533.362	179.946
533.44867	149.955
533.53528	169.949
533.62195	199.94
533.70862	179.946
533.79529	219.934
533.88196	239.928
533.96857	229.931
534.05524	269.919
534.14191	299.91
534.22858	319.904
534.31519	419.874
534.40186	529.841
534.48853	579.826
534.5752	589.823
534.6618	569.829
534.74847	479.856
534.83514	409.877
534.92181	349.895
535.00848	419.874
535.09509	419.874
535.18176	469.859
535.26843	589.823
535.3551	659.802
535.44177	709.787
535.52838	589.823
535.61505	539.838
535.70172	499.85
535.78839	389.883
535.875	379.886
535.96167	299.91
536.04834	299.91
536.13501	299.91
536.22168	289.913
536.30829	279.916
536.39496	289.913
536.48163	289.913
536.5683	279.916
536.65497	309.907
